Name,Version,URL,NDependencies
cra-template-firebase-sass,1.0.0,Abban-Fahim/react-template,1685
admin-base-components,0.1.2,juliabpp/admin-components,1685
admin-base,0.1.0,coderockrdev/admin-base,1685
spectiql,5.3.0,oslabs-beta/SpectiQL,1684
katejs,1.1.29,romannep/katejs,1683
gatsby-plugin-shoelace,0.0.38,slarsendisney/gatsby-plugin-shoelace,1682
kiwi-bundle-react,2.1.3,theblueforest/kiwi-bundle-react,1681
n-build-dev,1.1.1,ineo6/fate-cli/tree/master/packages/n-build-dev,1681
vora-server,1.0.0,wanlixi/vora/tree/master/vora-cli,1680
seus-package-react,1.0.2,fafer/seus,1679
storybook-build-demo,0.1.0,sevans924/storybook-build-demo,1679
sammffl-react-scripts,3.0.14,sammffl/create-react-app,1679
prop-scripts,1.0.9,propcom/prop-scripts,1678
simcloud-chart-engine,1.0.5,flexcompute/simcloud-chart-engine,1678
public-splashrx,3.1.2,johnfranztaguran/public-ferret,1678
page-kit,0.1.2,Saifadin/page-kit,1678
calliope-ssg,0.1.1,ConflictingTheories/calliope,1676
soter-sdk,1.0.1,TRON-US/soter-sdk-js,1676
etherface,0.1.2,johnkozan/etherface,1675
ambianic-cloud-api,1.6.0,vickywane/ambianic-subscriptions,1675
learnstorybook-design-system-devboljs,0.1.1,alxmcr/learnstorybook-design-system,1674
react-form-data-table,1.0.25,bharani-palani/react-form-data-table,1674
crossplatformapp,0.0.5,umairgillani94/SampleReactNative-ReactNativeWeb,1671
gatsby-source-plone,0.3.0,collective/gatsby-source-plone,1671
create-gatsby-personal-app,0.1.1,danielleadams/create-gatsby-personal-app,1671
crf-cli,1.0.0,ccloveak/crf-cli,1670
core-shop-client,0.9.0,vvojvoda/core-shop-client,1670
amplify-mobilehub-migrator,1.0.7,awslabs/amplify-mobilehub-migrator,1670
gitcourse-core,0.5.6,kfcoding/gitcourse,1669
forgeeditor,2.0.0,electron/electron-quick-start,1669
ter-localization-cli,0.7.4,ThreeEyedRaven91/ter-localization-cli,1669
react-scripts-former-kit-dashboard,2.4.0,pagarme/react-scripts-former-kit-dashboard,1669
cnj-example-design-system-test,1.0.16,cnj-digital/example-design-system-test,1669
formkorev1,1.0.4,Neelam618/formkorev1,1667
jk-build-suite,0.1.34,ruguoapp/JK-Build-Suite,1667
choi-learnstorybook-design-system,0.2.0,chromaui/learnstorybook-design-system,1667
rc-pluggable-widgets-tools,8.18.3,mendix/widgets-resources,1666
sunflowers,0.2.96,lenacassandre/sunflowers,1665
dev-conf,2.2.5,asolopovas/dev-conf,1665
mw-components,0.1.2,Maggie216jie/mw-components,1664
rehype-mermaid,0.1.5,bitekong/rehype-mermaid,1664
dskit,0.0.27,mathieudutour/dskit,1663
test-crawler,3.5.7,apiel/test-crawler,1662
personal-design-system,0.1.1,KrokoYR/personal-storybook,1662
yinlei-chat-ui-components,0.1.0,yinleiCoder/react-chat-ui-components,1662
gatsby-plugin-leadfeeder,0.0.5,Secuoyas-Experience/gatsby-plugin-leadfeeder,1661
lifion-insights,0.0.0,lifion/lifion-insights,1661
gatsby-source-amazon-paapi,1.0.3,let00/gatsby-source-amazon-paapi,1661
gatsby-recipe-react-leaflet,0.1.0,colbyfayock/gatsby-recipe-react-leaflet,1660
silverstripe-gatsby-builder,0.0.0,unclecheese/silverstripe-gatsby-builder,1660
re-plugins,0.0.6,gaowei1012/re-plugins,1660
appsngen-cli,0.1.14,appsngen/appsngen-cli,1659
layout_antd,0.1.6,ayyslz/layout_antd,1658
filmkolik,1.0.0,Tomakin/Filmkolik,1658
gatsby-plugin-google-analytics-gdpr,0.0.5,VirtualFox0/gatsby-plugin-google-analytics-gdpr,1657
create-react-app-gatsby,0.1.0,jsjoeio/create-react-app-gatsby,1657
gatsby-theme-storefront,0.0.1,notrab/gatsby-theme-storefront,1657
lazy-admin,0.0.25,LazyChun/lazy-admin,1656
silverstripe-gatsby-helpers,1.3.0,silverstripe/silverstripe-gatsby-helpers,1656
silverstripe-gatsby-forms,0.0.0,unclecheese/silverstripe-gatsby-forms,1656
chicory-ui-components,0.1.0,chicory/chicory-ui-components,1655
gatsby-wordpress-search,1.0.9,robinzimmer1989/gatsby-wordpress-search,1655
silverstripe-gatsby-elemental,0.0.1,unclecheese/silverstripe-gatsby-elemental,1655
gatsby-transformer-inline-svg-v2,1.1.0,hazem3500/gatsby-transformer-inline-svg-v2,1654
cfs-pulumi,0.1.11,tiagob/create-full-stack,1654
react-searchable-multi-select,1.0.6,Pragatigg/react-searchable-multi-select,1653
netdata-collectors-landscape,0.0.1,cakrit/landscapeapp,1653
react-full-or-element-scroller,0.0.1,a916856595/react-full-scroll,1653
mybit-ui,0.1.5,pbteja1998/mybit-ui-toolkit,1652
serverless-midway-plugin,0.2.4,midwayjs/midway-faas,1652
react-material-ui-pomodoro-tomatoe-timer,0.1.4,Caruso33/pomodoR,1652
expo-release-maker,2.0.5,dincozdemir/appr,1650
react-rich-text-editor,2.1.2,RajnishKatharotiya/react-rich-text-editor,1650
shookt,0.2.16,genediazjr/shookt,1650
57wng,0.1.276,57Admin/componentLibrary,1649
mediasist,0.1.1,shubhamdev/mediasist,1649
warpv-configurator-chakra,1.0.2,stevehoover/warp-v,1646
ygh-creator,0.5.0,wouterraateland/your-gift-hunt/tree/master/packages/ygh-creator,1646
vesta-ds,0.1.331,toctoc-uxui/vesta-ds,1645
bici-datav-jf,0.1.4,SmartAngus/Hurricane-V,1644
mercenary-dev,3.32.13,justinsisley/mercenary,1644
side-nav-react,1.1.2,hadnet/side-nav-react,1644
components-pizzo-e-mezzo,1.2.2,murdock00/pizzo-e-mezzo-components,1643
argon-dashboard-react,1.2.0,creativetimofficial/argon-dashboard-react,1643
notus-react,1.1.0,creativetimofficial/notus-react,1643
ui-kit2,1.0.28,hghazni/killer-storybook-config,1642
es6-react-scripts,1.1.4,grengojbo/es6-react-scripts,1642
arcgis-js-plugin-react-scripts-ts,2.15.7,wmonk/create-react-app,1642
charuwts-scripts,0.3.0,charuwts/charuwts-scripts,1641
vue-slate-tools,1.0.2,ezracelli/slate-tools,1641
orbital_common_components,100.1.4,MED-INNOVATIONS/common_components,1641
cra-template-hdnchakra,1.1.3,hdntecnologiabr/cra-template-hdnchakra,1640
parrotsour-components,3.1.3,jemccarthy13/ParrotSourLibrary,1640
api-peg-25,1.5.0,alexDemche/api-PEG25,1639
react-draggable-modal-soeasy,5.0.0,Frontendexpress/react-dragable-modal-soeasy,1638
react-deepspeech,0.2.48,teamthesol/react-DeepSpeech,1638
vue-cli-plugin-scaffold,1.0.0,shortdiv/vue-cli-plugin-scaffold,1637
dahlia-scripts,1.3.0,forsigner/dahlia,1637
puding,1.1.33,cofablab/puding,1637
jellow,1.1.34,some1else/jellow,1637
jbk005.github.io,1.0.0,jbk005/jbk0051web,1636
vusion-cli,0.10.0,vusion/vusion-cli,1636
slice-design-system,0.9.0,givebutter/slice-design-system,1636
hanstools,1.1.2,masdem/hanstools,1635
cra-template-brickheadz-standard,0.0.5,alexandr-g/cra-template-typescript-redux,1635
react-chakra-ui-table,1.0.1,adaydesign/react-chakra-ui-table,1634
pruebausamaouekkai,0.0.1,Usama0511/Components,1633
ut-storybook,8.3.2,softwaregroup-bg/ut-storybook,1633
masterrt.pool,1.0.0,amily4555/MasterRT,1633
react-chat-codeby,0.1.42,jawblia/npm-test,1632
create-vam-react,2.0.0,vamdigital/create-vamreactapp,1632
linearpad-sk,1.0.0,samirahmedsamir/linearpad-sketch,1631
react-scripts-sf,2.16.0,nomrik/create-react-app,1631
justinlivi.com,2.0.0,JustinLivi/justinlivi,1631
gammaflauge-mattscharts,0.1.4,gammaflauge/mattscharts,1630
comman-ui-nick,0.1.2,qiujiahong/comman-ui-nick,1630
incredibleui,1.0.3,Irfan-vit/incredible_UI,1630
argon-dashboard-material-ui,1.0.0,creativetimofficial/argon-dashboard-material-ui,1629
tds-test,0.1.0,gbpjr/tds-design-system,1629
font-selector-rcl,0.1.2,klappy/font-selector-rcl,1629
react-qui,0.1.2,qvil/react-qui,1628
cara-react-data-grid,0.1.5,fbolaji,1628
gulp-setup,2.2.1,alexgrozav/gulp-setup,1628
chatterbot,1.0.0,opr/chatterbot,1628
professordev-designsystem,1.0.1,ProfessorDev/DesignSystem,1628
test-tracking,5.0.0,aehmt/test-tracking,1628
fliggy-react-scripts,0.0.2,fateriddle/create-react-app,1627
strapi-hook-astra,0.1.6,disha257/strapi-hook-astra,1627
astra-strapi-hook,0.1.0,disha257/astra-strapi-hook,1627
leonidas,1.45.69,LAKSHYAJAIN16/leonidas,1625
horus-react-scripts,1.2.7,HorusGoul/horus-react-scripts,1625
masterrt.seed,0.0.5,amily4555/MasterRT,1625
patriotshotresults---shared,1.4.9,hanalimic/patriothotresults---shared,1624
react-cron-express-generator,0.1.1,SHENLing0628/react-cron-generator,1624
common-gutenberg-blocks,1.0.2,ljsherlock/common-gutenberg-blocks,1623
react-chat-screen,0.1.9,yasimba/react-chat-screen,1622
react-mimir,0.1.0,dysbulic/mimir,1622
cra-template-josh-ts,0.1.2,JDysiewicz/cra-template-josh-ts,1622
circleback-design-system,1.24.5,amalv/circleback-design-system,1622
idea-to-mvp-framework-react-script,0.8.0,www/create-react-app,1620
hackathon_cohort-component-library,0.1.3,SchoolOfCode/hackathon_cohort-component-library,1620
react-lead-page,0.5.4,anmolkohli18/react-lead-page,1620
react-scripts-custom-template,2.2.10,mereyn/react-scripts-custom-template,1620
zethus,0.1.19,rapyuta-robotics/zethus,1620
hich-react-ui-component,0.0.7,hichhub/hich-react-ui-component,1619
fw-ui-widget,1.2.2,fmgusmao/fw-ui-widget,1619
flow-toolbox,0.2.1,wuchangpu/flow-toolbox,1619
react-chakra-slide-show,1.0.11,adaydesign/react-image-slide-chakra,1619
ijilee-instagaram,8.1.5,dembee111/ijilee-instagram,1618
boringbits,3.39.0,dynosrc/boring,1618
cra-template-listo,0.2.2,jmlweb/cra-template-listo,1617
vue-cli-plugin-easycloud,0.1.2,stephanbit/vue-cli-plugin-easycloud,1617
ango-react-components,0.1.0,398168441/ango-react-components,1617
wodax-umi,1.0.2,wodax/wodax-umi/tree/master/packages/umi,1617
abrowse,0.1.1,ihh/abrowse,1617
dfa-react-base,2.1.3,npm/npm,1616
ditto-componoent,1.0.7,lean93/ditto,1616
snc-design-system,0.2.2,impsdc/snc-design-system,1615
try-skeleton,0.0.65,TrySkeleton/Skeleton,1615
react-mua-geo-heatmap,0.1.2,maifeeulasad/react-mua-geo-heatmap,1615
jw-components-mobile,0.0.37,Joywok/JwComponents,1614
cultureamp-front-end-scripts,0.3.1,cultureamp/cultureamp-front-end-scripts,1614
riko-cli,3.1.0,Donmclean/riko,1614
react-loaders-kit,0.1.3,Seimodei/react-loaders-kit,1614
location-tracking-test,5.0.1,aehmt/test-tracking,1613
tracelytics.io,0.0.34,jafri/tracelytics-dashboard,1613
watchinharrison-expo-cli,3.20.11,watchinharrison/expo-cli,1613
xinleibird-react-scripts,2.1.5,xinleibird/create-react-app,1613
datacite-rest,0.1.8,tu-graz-library/datacite-rest,1613
raydiant-scripts,4.7.7,mirainc/raydiant-kit,1613
front_kit_humann,0.0.25,HumannTechnologies/front_kit,1613
zokor,2.0.15,LiberJe/zokor,1612
mira-scripts,3.13.2,mirainc/mira-kit,1612
sobiratel,1.0.8,seminioni/sobiratel,1612
springy-card-react,0.1.5,mb-wali/springy-card-react,1612
translation_tool-lxwang2,0.6.49,wangleex/swagger_gui,1612
fair-dataset,0.0.1,mb-wali/fair-dataset,1612
react-form-builder-generator,0.1.2,AnyDev/react-form-builder-generator,1611
deepmovie,0.3.35,rustmn/dm,1611
umg-open-day,1.0.7,AlbertZawadzki/umg-open-day,1611
testmappackage,1.0.15,brennanfife/test-map-package,1611
mmm-scripts,1.2.0,mmmurray/mmm-scripts,1611
cra-template-marcos-boiler-v2,2.0.2,marcovignotto/cra-template-boiler-v1,1611
hackages,0.1.0,hackages/hackages,1610
bootstrap-wd-styles,0.9.4,wdavidcalsin/bootstrap-wd-styles,1610
lion-nove,0.1.0,LilyUx/react-typescript-components,1609
vue-toast-demo-hut,1.0.2,MLuminary/vue-toast-demo-hut,1609
cra-js,1.0.0,maximsan/cra-js,1609
from-ui,0.0.5,Ediacaran-Software/from-ui,1609
akala-design,0.1.12,alvaroraminelli/akala-design,1609
wemeta-maps,1.0.0,the-metaverse/maps,1608
donut-front-component,1.0.0,LemontechSA/donut_front,1608
youtube-together,1.3.2,stuckinaboot/youtube-together,1607
minimal-dashboard-react-components,0.1.5,minimal-ui-kit/material-kit-react,1607
norska,2.9.0,pixelastic/norska,1607
fluentui-editable-grid,1.12.1,microsoft/FluentUIEditableDetailsList,1606
app-framework,1.20.1,scriptPilot/app-framework,1606
rich-react-editor,1.6.1,VimLeSai/rich-react-editor,1606
hermes-game,0.7.0,alexlee-dev/hermes,1606
cra-template-bit-ts,1.0.0,JDysiewicz/cra-template-bit-ts,1605
quick-react-starter,0.1.0,jwarning/quick-react-starter,1605
power-ui-components,0.1.0,Agnememnon/ui-components,1604
cyb-cli,1.9.1,jd-cyb/cyb-cli,1604
akos,0.1.0,vusion/akos,1604
slate-customize,0.0.36,ram16230/slate-customize,1604
react-hub-generic-components,1.2.3,DMills-hub/react-hub-components,1604
kazana>8.4.0>kazana-server,3.7.0,eHealthAfrica/kazana-server,1603
tb-component,0.1.1,qqis314860100/tb-component,1603
mornya-react-scripts,4.0.0,mornya/create-react-app,1603
firebase-wc-plugin,1.0.35,Silind-Software/direflow,1603
rover-js,0.1.0,msieurmoustache/rover,1603
react_redux_pwa_tmp,0.0.2,yambal/React-Firebase-Provider,1602
ditto-template,0.7.5,lean93/ditto-template,1602
sui-react-table,0.3.13,Geologistic/semantic-table,1602
sanslabportal_shared,1.1.14,sans-software-engineering/sanslabportal_shared,1602
hova-labs-bento-box,0.3.0,HovaLabs/bento-box,1602
cra-template-iex2-tmpl-musterbiespiel,0.1.3,danieledwardkim/cra-template-iex2-tmpl-musterbiespiel,1601
cra-template-redux-typescript-eslint,1.0.0,mayankshinkhedkar/cra-template-redux-typescript-eslint,1601
chocolate-hooks,1.0.2,ChocolateUI/chocolate-hooks,1601
fur-design-component,0.1.4,furfur-jiang/component,1600
akiya-react-scripts,3.2.0,purepennons/akiya-react-scripts,1600
lb-react-scripts-ts,2.0.3,lb-contributor/lb-react-scripts-ts,1600
sanji-common-devs-ui,14.1.0,Sanji-IO/sanji-common-devs-ui,1599
cra-template-dsh3pherd,1.1.6,A-Sh3pherd/cra-template-dsh3pherd,1599
formik-components-simple,1.1.0,SamalaSumanth0262/Formik-Components,1599
freight-trust-qrcode-modal-lib,1.3.9,walletconnect/walletconnect-example-dapp,1598
cra-template-sammy-libraries,0.2.2,jackmaster110/cra-template-sammy-libraries,1598
fls-react-ui,0.1.2,floatspace/react-ui,1598
sharedlibraryexperimental,0.1.1,harkirat-grewal/sharedlibrary,1597
cra-template-sdlc-rrdc,1.0.2,cashmy/cra-template-sdlc-rrdc,1597
quackamole,0.1.0,derpmasters/p2p-videochat-platform,1597
build-boiler-plus,2.3.8,dtothefp/build-boiler/build-boiler,1597
growl-hook-iamstevenhale,0.1.0,IAmStevenHale/jaden-digital,1597
shelf-test,0.1.2,serozhkohanna/frontend-component-task,1596
rcw-components,0.1.23,rorywillis/rcw-components,1596
orchard-react-scripts,0.0.3,teamorchard/create-react-app,1596
react-virtualize-it,0.1.0,juligarcia/react-virtualize-it,1596
dimiiland-ui,1.0.7,Akhil-bridge/ui-kit,1595
zhjia5-component,0.1.2,zhjia-5/component,1595
react-kop,0.1.0,paauw0/react-kop,1595
lqr-ui,0.1.1,lqrDream/base-components,1594
react-cmd-palette,0.1.1,rbozan/react-command-palette,1594
gatsby-theme-medium-to-own-blog,0.2.15,mathieudutour/medium-to-own-blog,1594
xlameiro,0.0.35,xabierlameiro/react-components,1594
react-figma-components,1.3.3,Nnigmat/react-figma-components,1594
rformbuilder-dddxxxlll,0.1.3,dddxxxlll/rFormBuilder,1594
antiagechats,1.2.2,Amazingwhite/cross-chats-AA,1593
mcashscan-frontend,0.1.0,tronscan/tronscan-frontend,1593
tfwm-cap-prices-finder-widget,1.0.1,wmcadigital/tfwm-cap-prices-finder-widget,1593
react-firebase-chat,0.1.9,faboosh/chat-window,1592
my-comment-category,1.0.10,gillatuan/comment-category,1592
vitto-checkout,1.1.6,sagiereder/vitto-checkout-npm,1592
react-accessible-calendar,1.1.0,Nickhegde/calendar,1591
raydiant-elements,2.3.1,mirainc/raydiant-elements,1591
faience-design,0.1.5,saxon111/faience-design,1591
reactive-search-app,0.1.18,briancollins081/Reactive-Search-With-Secured-Hosted-ElasticSearch-Instance,1591
customized-slider,0.2.1,ZeeshanSarwar100/customized-slider,1591
vnui-core,0.0.6,vnui-vn,1590
react-mobx-antd-boilerplate,0.1.0,abhinpai/react-mobx-antd-boilerplate,1590
niubility-ship,0.1.2,zhinian1995/niubilityship,1590
datepicker_by_raficraft,0.9.710,raficraft/date_picker_by_raficraft,1590
cra-template-rstore-typescript-craco,0.7.0,andrehottie/cra-template-rstore-typescript-craco,1589
react-logging,0.1.2,zwj12/react-logging,1589
react-scv,0.0.19,marcellomontemagno/react-scv,1589
npm-mui-react-table,0.5.0,nafissalabdi/ReactTableLibrary,1588
publish-npm-app,1.0.9,samgoulden28/publish-npm-app,1588
kenrazo-practice-design-system,0.1.0,kennethrazo/open-path-design-system,1588
webchat-lib,0.1.2,othc/twilio-chat,1588
testing-poc,0.1.0,ajhunny/package-poc,1588
enorm-react-scripts,3.5.1,Tallock/create-react-app,1588
tammy-components,0.1.0,Doris927/tammy-components,1587
cra-template-vinisaveg,1.1.3,vinisaveg/cra-template-vinisaveg,1587
react-markdown-editor-hyper,0.1.0,Nexivil-Inc/react-markdown-editor,1587
paper-kit-react,1.3.0,creativetimofficial/paper-kit-react,1587
pluviophobe-react,0.1.0,eternallycyf/pluviophobe-react,1587
tasegir,1.9.3,auhau/tasegir,1587
expo-webhooks-json,1.0.2,jakemwood/expo-webhooks-json,1586
all-task,0.3.1,PeresvetS/All-Tasks,1586
nw-react-scripts-update,3.3.2,naviapps/create-nw-react-app,1585
chocolate-ui,1.1.6,ChocolateUI/chocolate-ui,1585
browse-gedcom,0.1.3,arbre-app/browse-gedcom,1585
synops-comments,0.1.3,winmacinux/synops-meter,1584
parvan-material-kit,1.1.6,parisa1993/material-kit-react,1584
cra-template-redux-eslint-clean,0.1.4,NicolasVid/cra-template-redux-eslint-clean,1583
mf-react-common,0.1.4,mafergus/mf-react-common,1583
localazer-compiler,0.9.2,AlexSergey/localazer-compiler,1583
mjolnir-design-system,0.1.81,tpiersall/Mjolnir-Design-System,1583
getfly_component_new,1.0.6,nguyentrunghieu01195/getfly_component,1583
pfever-cra,0.1.0,toninystrom/pfever,1582
cds-ui-components,0.3.1,SofaSurfers/ui-components-cds,1581
gatsby-theme-mdx-suite-blog,0.4.31,axe312ger/gatsby-mdx-suite,1581
react-bankid,0.2.10,johnsjulander/react-bankid,1581
pfm_storybook,0.1.1,perpetualmotion/ant-storybook,1581
modern-spa-boilerplate,0.6.4,sebastian-software/modern-spa-boilerplate,1581
maxpod-charts,0.1.4,podolsk-maxi/MaxPodCharts,1581
wodax-umi-build-dev,1.0.2,wodax/wodax-umi/tree/master/packages/umi-build-dev,1580
test-antd-vin,0.2.0,vineeta24/test-antd,1580
ai_in_finance,1.0.3,JYL123/AI_In_Finance,1580
oezy-scripts,1.2.3,ChristianOezelt/create-oezy-app,1580
dynamodb-gui-client,2.0.5,Arattian/DynamoDb-GUI-Client,1579
kromac-ui,1.2.4,Naramatsu/kromac-ui-react,1579
blue-scripts,1.9.2,Blocklevel/blue-next,1579
env-react-redux-nextjs,0.1.0,Ismail-ElAyadi/Env-React-Redux-NextJS,1579
frontwerk,2.1.4,tricinel/frontwerk,1578
healthshield,0.1.3,GregorAitkenHS/Design-System,1578
react-ui-file-upload,0.1.0,ayotidapo/rcfiles-uploader,1578
loggin-test,1.0.5,chespisan/loggin-test,1577
dynamic-mui,0.1.8,DinakaranS/-dynamic-mui,1577
comm-utils,0.1.0,xiaoxiaoyuanwang/comm-utils,1577
viam-projectv-scan,1.0.10,Viamericas/Viam,1576
terrace.js,0.8.2,Shuttl-Tech/terrace,1576
kanban-board-app,0.1.14,shellyln/kanban-board-app,1575
antd-table-virtualized,0.1.5,lingirlsea/antd-table-virtualized,1575
cra-template-argon-react-typescript,1.0.3,MirrorBottle/react-argon-dashboard,1575
color_scheme_library,0.1.1,Color-Library/Frontend-Library,1575
calender-react,1.1.1,subashcs/React-NepaliDatePicker,1575
yoga-animation,0.1.6,jwilld/yoga-animation,1574
webzhi-demo,0.1.2,5679361/webzhi-demo,1574
jay-webpack-scaffold,1.1.21,Jay-tian/webpack-scaffold,1574
plank-components-nas,0.0.17,plank/plank-compontents,1573
chat-widgetui,1.0.0,Anwarkamal143/chat-ui,1573
jlev-react-table-wrapper,1.1.2,jakeleveroni/react-table-wrapper,1573
automs,1.2.1,aotuzuche/automs,1573
react-fake-loading,0.0.1,topspinppy/react-fake-loading,1572
stark-doughnut-graph,0.1.5,starkdigitalmediaservices/starkdoughnutgraph,1572
cws-components,0.6.9,ChanelWebServices/cws-components,1572
zenduty-react-scripts2,4.0.4,Zenduty/create-react-app,1572
-tompan-reacttemplate,1.1.0,panpan1231/tompan-reacttemplate,1571
vup-number-formatter,0.1.4,viduraperera/npm-test,1571
test20,0.9.0,Johnbonilla007/npm-test,1571
react-buttons-ui,0.1.5,laurajhwu/buttons-ui,1571
adha-components,0.3.7,basyonic/adsic,1571
sonoma-design-system,0.14.57,erickTrettel/sonoma-design-system,1570
react-right-click-context-menu,1.0.1,amirho1/react-right-click-menu,1570
cra-template-kitbasic,1.0.2,iranjunior/cra-template-kitBasic,1570
cra-template-graphql-monster-typescript,0.7.0,miuan/cra-template-graphq-monster-typescript,1569
cra-template-kenny,0.2.6,knyto2/cra-template-kenny,1569
pri-docs,1.0.0,ascoders/pri-docs,1569
react_device_lookalike,1.0.0,IkkyOdufade/react_device_lookalike,1569
neutrino-preset-mozilla-frontend-infra,4.1.0,mozilla-frontend-infra/neutrino-preset-mozilla-frontend-infra,1569
limed,1.1.0,dezhizhang/limed,1569
krul-scripts,0.1.4,Go7hic/krul-cli,1568
bootstrap-based-components,1.2.4,LuizFelipeM/Bootstrap-based-components,1568
adrino-form-elements,0.5.0,adrino181/adrino-form-elements,1568
pri-wrapper,1.0.2,ascoders/pri-wrapper,1568
sprint-scripts,3.0.1,RunningCoderLee/sprint-scripts,1568
agenda-rc,1.3.7,Enssis/Calendar-component-react,1568
simple-ui-library,0.5.1,ahmed-bazzara/simple-ui-library,1568
cafeca-web,0.0.1,CAFECA-IO/cafeca-web,1567
pea-cli,0.1.6,pea-team/pea-cli,1567
skzet-backend,1.1.2,gcid12/ds_poc1,1567
digital-paper-edit-react-client,1.0.0,bbc/digital-paper-edit-client,1566
mdbreactjs,4.0.1,thecassion/mdbreactjs,1566
cra-template-ui5-webcomponents-react-typescript-seed,1.0.5,davischmitz/ui5-webcomponents-react-typescript-seed,1566
tracqr-forms,1.0.6,right4mat/tracqr-forms,1566
mkjs-react-package,0.1.0,zesenzhu/mkjs-sdk,1566
mdbreact-test,4.0.0,mdbootstrap/React-Bootstrap-with-Material-Design,1566
appseed-scripts,2.3.5,philopian/appseed-scripts,1565
rock-reack-seg,0.10.3,chunhui2001/rock-reack,1565
hca-react-firebase-auth,2.1.2,konradhanus/react-firebase-auth,1565
react-9178,1.0.8,OmerBresinski/react-9178,1564
rain-tech-design-system,0.1.1,mahdi-zarrinkolah/rain-tech-design-system,1564
bc-exercise-cli,0.7.7,alesanchezr/bc-exercise-cli,1564
corneliuses-components,1.0.26,BRCornelius/corneliuses-components,1563
crl-scripts,0.0.3,transitive-bullshit/create-react-library,1563
enduro,1.4.47,Gottwik/enduro,1563
yetibot-dashboard,0.7.2,yetibot/yetibot-dashboard,1563
zendesign,0.2.2,yanbai/zen-design-react,1563
rangle-spectacle-scripts,1.0.1,ibarsi/spectacle-scripts,1562
npm-argon-dashboard-react,1.1.0,GregNing/argon-dashboard-react,1562
react-single-year-picker,1.1.4,SystangoTechnologies/react-single-year-picker,1562
spectacle-scripts,2.4.0,FormidableLabs/spectacle-scripts,1562
fdl-sementic-react,1.1.3,pkushwahafiserv/sementicUI,1562
cra-template-bm-dapp,1.0.1,sudeepb02/cra-template-bm-dapp,1562
vai,0.0.6,meitianyitan/vai,1561
cognito-react-auth-hooks,0.0.0,abrehamgezahegn/cognito-auth-hooks,1561
funmit,0.0.17,xiangzhengfeng/InterestingCommit,1561
form-zero2,0.1.0,zjgk/form-zero,1561
cra-template-basic-website,0.1.1,jeespu/cra-template-basic-website,1561
dantd-demo,0.1.0,jokingzhang/dantd-demo,1560
react-input-cheongdam,0.0.1,inModo/react-input-cheongdam,1560
dantd,1.0.11,jokingzhang/dantd,1560
react-fiscal-year-calendar,0.1.12,indushasagi/react-fiscal-year-calendar,1560
phuongdd-storybook,0.1.9,DinhPhuong20Z1/phuonngdd-storybook,1560
sudoku-react,0.2.1,cenxky/sudoku-react,1560
vizpro,1.0.0,ideas-lab-nus/vizpro,1560
lms-react-sdk,1.0.1,nghiepuit/react-sdk,1560
dantdtest,0.0.3,qq1350210100/dantd,1560
pancake-ui,0.1.10,clayton-jones/pancake-ui,1560
coverantd,0.1.1,zhuxingmin/coverantd,1560
react-super-scripts,1.0.1,shrynx/react-super-scripts,1559
react-component-new,0.1.0,stellakeppo/lavaa-for-F9-npm,1559
react-scripts-test1,0.1.2,memoryjin/create-react-app,1559
react-force-d3,0.1.0,pelagia/react-force-d3,1558
eskolare-ui-dashboard,0.1.20,eskolare/eskolare-ui-dashboard,1558
squarezero-admin,0.3.2,sqrzro/squarezero-admin,1558
form-awesome-antd,0.1.4,Noviato/react-form-awesome,1558
templar-front,0.3.0,tanakorn-rattanajariya/micro-frontend,1558
atomic-react-scripts,0.0.3,ettoreaquino/create-atomic-app,1558
cra-template-django-cypress,0.2.0,MukaiGuy/cra-template-django-cypress,1557
cra-template-tw-sass,0.6.0,dbshanks/cra-template-tw-sass,1557
mcu-mern-project,1.1.1,skut21x-gas/mcu-mern-project,1557
frontera-ui,1.0.1,tokoinofficial/frontera-common-ui,1557
jakubbt-ui,1.0.5,jakubbt/jakubbt-ui,1557
preactjs,1.0.0,Szegoo/preact-js,1556
alps-library,0.2.6,adventistchurch/alps,1556
j2mvc-react-upload,0.1.8,j2mvc/react-upload,1556
connect-atom-design,0.1.0,fvn-manhtd/atom-design,1556
botfuel-hermes-webchat-client,2.6.7,Botfuel/botfuel-iris-webchat-client,1556
quiz-class,0.2.0,valuecode/quiz-class,1555
storybook-adovinci,0.1.1,masonlillipuu/storybook-original,1555
tag-picker-fluent-ui,0.1.0,daoan1412/tag-picker-fluent-ui,1555
boohoo-component-library,0.1.41,boohoo-com/boohoo-component-library,1554
fluent-webcomponent-exporter,0.0.2,srm985/fluent-webcomponent-exporter,1554
sass-and-stuff-react-scripts,1.1.3,alex-griffin/create-react-app,1554
josh-ant,0.0.3,suhas010/josh-ant,1554
malley-prairie,0.0.2,antistatique/malley-prairie,1553
multi-hash-webapp,1.0.10,pRizz/multi-hash,1553
ashishdotme-ui,1.1.7,ashishdotme/ashishdotme-ui,1553
techgc-design-system-fork,3.1.6,TechGC/design-system,1553
styless-calendar,1.1.2,FlahDev/styless-calendar,1553
learning_locker,2.0.7,LearningLocker/learninglocker,1553
cra-template-react-json-api-server-kumard3,0.1.2,kumard3/cra-template-react-json-server,1553
react-material-wysiwyg,0.2.1,MeanDataIN/react-material-wysiwyg,1552
borderline-devutils,0.4.28,dsi-icl/borderline-devutils,1552
